stock_id,score,rank
002938,0.06969893,1
601138,0.04425084,2
000617,0.02707161,3
300502,0.02509433,4
300308,0.023464784,5
688126,0.017812394,6
000063,0.010254145,7
603019,0.0067398325,8
603986,0.005486645,9
002709,0.0029226094,10
600036,0.0015499294,11
300476,-0.0021828935,12
600415,-0.013445709,13
600900,-0.015673943,14
300408,-0.017294303,15
600570,-0.017782968,16
603392,-0.020801801,17
688041,-0.022196181,18
688111,-0.022354223,19
301269,-0.024751242,20
603799,-0.026825786,21
600183,-0.029348247,22
600588,-0.029533338,23
002463,-0.03133382,24
300760,-0.034435954,25
002050,-0.035337076,26
002916,-0.037683018,27
300413,-0.03881176,28
002384,-0.039345242,29
300803,-0.040912475,30
000408,-0.044096306,31
300394,-0.04965081,32
601360,-0.058441993,33
000807,-0.06108997,34
002600,-0.062291283,35
688981,-0.06371696,36
688256,-0.064264424,37
000977,-0.071620904,38
603296,-0.072611265,39
601899,-0.07535144,40
600489,-0.07607235,41
600372,-0.07797926,42
601825,-0.07832158,43
600188,-0.078471065,44
000425,-0.082650214,45
000596,-0.0837346,46
600346,-0.084635094,47
000792,-0.087662145,48
002466,-0.08822705,49
601166,-0.08990665,50
000786,-0.090393916,51
601985,-0.092889816,52
688008,-0.09291196,53
600176,-0.09426218,54
601689,-0.09483753,55
601668,-0.09691793,56
601100,-0.09729995,57
000002,-0.097609185,58
600522,-0.09787246,59
002460,-0.098532125,60
300033,-0.09910919,61
301236,-0.09932414,62
600584,-0.10164993,63
001979,-0.10245934,64
600482,-0.10502666,65
601728,-0.107581556,66
601698,-0.11132233,67
002142,-0.114334926,68
600760,-0.11572859,69
000938,-0.121434905,70
601225,-0.122456215,71
601868,-0.12286671,72
600115,-0.124334835,73
002475,-0.12510015,74
603195,-0.1258311,75
002230,-0.1264773,76
601211,-0.13380137,77
601919,-0.1380482,78
002601,-0.14479236,79
601111,-0.14933786,80
601838,-0.15341298,81
605499,-0.15409127,82
600150,-0.15537867,83
002625,-0.15628576,84
002049,-0.15891226,85
603993,-0.15960465,86
601009,-0.16311762,87
601127,-0.16357003,88
300866,-0.16471693,89
600011,-0.1656633,90
601066,-0.16627496,91
002236,-0.16792154,92
300418,-0.1688728,93
000301,-0.16914593,94
002311,-0.17042959,95
600377,-0.17058209,96
601857,-0.17141017,97
300759,-0.17192295,98
601618,-0.17207202,99
300316,-0.17224666,100
688169,-0.17614824,101
600893,-0.17623714,102
688396,-0.17637232,103
600660,-0.17700236,104
002027,-0.17787653,105
601669,-0.17912623,106
300661,-0.18045375,107
000630,-0.18182363,108
601872,-0.18222925,109
600233,-0.18263385,110
600958,-0.18402874,111
300442,-0.18459344,112
600803,-0.18499613,113
600795,-0.1882582,114
002371,-0.18879303,115
688472,-0.18987736,116
600886,-0.19050354,117
601878,-0.1914394,118
601318,-0.19190511,119
300832,-0.19227996,120
600674,-0.19232078,121
603501,-0.19241604,122
600161,-0.19366169,123
601336,-0.194491,124
600845,-0.19502006,125
600048,-0.19516104,126
600160,-0.19599982,127
688047,-0.1967929,128
600938,-0.19702223,129
002714,-0.19795549,130
601766,-0.1981466,131
600030,-0.2012338,132
601077,-0.20229574,133
000983,-0.2028532,134
300251,-0.20328721,135
688082,-0.20361526,136
601456,-0.20399839,137
688506,-0.20736429,138
601328,-0.20995341,139
300433,-0.2101335,140
300124,-0.21049269,141
688012,-0.21186042,142
300782,-0.21234584,143
601600,-0.21244128,144
600362,-0.21421647,145
002493,-0.2144594,146
688303,-0.2151186,147
600023,-0.21619421,148
601888,-0.21651717,149
601229,-0.21794485,150
601058,-0.21823189,151
300347,-0.2184919,152
601021,-0.21902363,153
600690,-0.21934505,154
601136,-0.22206274,155
600547,-0.22255726,156
600029,-0.2230354,157
600926,-0.22359325,158
600027,-0.22613819,159
601236,-0.226845,160
600050,-0.22737835,161
002074,-0.22767745,162
000625,-0.22922152,163
600089,-0.22962572,164
600426,-0.22969271,165
600919,-0.22971617,166
600111,-0.22981188,167
601238,-0.23101565,168
000975,-0.23261589,169
002001,-0.23397698,170
600515,-0.23432578,171
601288,-0.2349729,172
600438,-0.23530908,173
600276,-0.23657455,174
600025,-0.23671661,175
688271,-0.23680376,176
601006,-0.23878852,177
300274,-0.23922615,178
000333,-0.2403494,179
002920,-0.2409779,180
302132,-0.24190004,181
600309,-0.24196793,182
300059,-0.24223408,183
300979,-0.24286807,184
603260,-0.24352099,185
002304,-0.2435324,186
300628,-0.24373634,187
002179,-0.24728416,188
601117,-0.24731386,189
600028,-0.24778499,190
600066,-0.24909459,191
601939,-0.24996038,192
601816,-0.25012252,193
600989,-0.25191504,194
601658,-0.25233167,195
000768,-0.25280857,196
600941,-0.25294566,197
600741,-0.25524276,198
603259,-0.2555409,199
000999,-0.2557168,200
300896,-0.2559982,201
603893,-0.2576809,202
600039,-0.25883657,203
688036,-0.2624367,204
688187,-0.26305103,205
601298,-0.26410615,206
002252,-0.26517177,207
605117,-0.265347,208
001391,-0.26548335,209
600015,-0.26626977,210
601319,-0.26682794,211
300750,-0.2673797,212
002241,-0.26783347,213
601377,-0.26800418,214
002422,-0.27121,215
002352,-0.27262405,216
601901,-0.27287805,217
601808,-0.2759444,218
601633,-0.27606046,219
600219,-0.27677548,220
601186,-0.27712625,221
600519,-0.27816018,222
000895,-0.2808298,223
601998,-0.28198853,224
600016,-0.28237367,225
000568,-0.28253168,226
601088,-0.28319955,227
002459,-0.28473264,228
601881,-0.28482693,229
002028,-0.28511444,230
003816,-0.28524762,231
601390,-0.28651676,232
002648,-0.2898265,233
300014,-0.29231232,234
688223,-0.29437083,235
000876,-0.29493043,236
601898,-0.29708588,237
688009,-0.29711896,238
000001,-0.29775816,239
600196,-0.29855675,240
000661,-0.30012584,241
001965,-0.3002463,242
601628,-0.3014457,243
600010,-0.30176055,244
002415,-0.30215964,245
600061,-0.30340564,246
600887,-0.3035059,247
600031,-0.30426776,248
000708,-0.30654192,249
600026,-0.30705172,250
600019,-0.3085462,251
600460,-0.30864453,252
600085,-0.31008184,253
600000,-0.3103773,254
601601,-0.31040108,255
601800,-0.31102777,256
600018,-0.31159258,257
601059,-0.31241482,258
600406,-0.31286764,259
000338,-0.31352895,260
000651,-0.31523472,261
000963,-0.3155443,262
601398,-0.3160305,263
600999,-0.3160506,264
601788,-0.31649727,265
601688,-0.31685555,266
300999,-0.31783175,267
000776,-0.31914896,268
601607,-0.3200997,269
601012,-0.32074457,270
600875,-0.32078052,271
300498,-0.32175875,272
000725,-0.3219632,273
600104,-0.3231606,274
601018,-0.32330644,275
000157,-0.3240052,276
600918,-0.3256119,277
300015,-0.3256271,278
000166,-0.32769203,279
601877,-0.33434868,280
600905,-0.3413641,281
600809,-0.34596878,282
601988,-0.34652698,283
002594,-0.3475812,284
600585,-0.35070163,285
601916,-0.3607859,286
603369,-0.36462945,287
000100,-0.36588013,288
