stock_id,score,rank
300014,-0.96787804,1
300661,-1.091229,2
601899,-1.1060344,3
603799,-1.1093539,4
688223,-1.1197218,5
300274,-1.1209335,6
600011,-1.1209538,7
002709,-1.1266998,8
601100,-1.1301994,9
603993,-1.1370465,10
605117,-1.1457175,11
688041,-1.1531181,12
002493,-1.1562955,13
600547,-1.1632618,14
300394,-1.1682795,15
600027,-1.1693374,16
600760,-1.169807,17
600362,-1.1699877,18
603296,-1.1712538,19
601138,-1.1718507,20
000408,-1.1779424,21
000617,-1.1783055,22
600188,-1.1799754,23
300498,-1.1833053,24
000938,-1.1874863,25
688472,-1.1946914,26
600160,-1.1947787,27
002466,-1.1979656,28
000975,-1.2005607,29
002460,-1.2013619,30
300316,-1.2029731,31
600233,-1.204078,32
601998,-1.2043607,33
002422,-1.2069235,34
000425,-1.2081482,35
688396,-1.209326,36
601898,-1.2098505,37
600489,-1.2108278,38
000301,-1.2118158,39
601698,-1.2120779,40
601077,-1.2122151,41
600926,-1.2125062,42
300433,-1.2127229,43
300122,-1.2143435,44
301236,-1.215457,45
002475,-1.2162284,46
300502,-1.2185283,47
688036,-1.2185818,48
000630,-1.2187937,49
002625,-1.2189538,50
300832,-1.2193272,51
600023,-1.2196007,52
600000,-1.2196294,53
601088,-1.2203317,54
000792,-1.2215221,55
300347,-1.2218277,56
603986,-1.2222056,57
688111,-1.2229248,58
300418,-1.2257521,59
603392,-1.2260289,60
300750,-1.2263532,61
300803,-1.228031,62
301269,-1.2286923,63
002601,-1.2287834,64
000157,-1.2290909,65
603259,-1.2293404,66
688271,-1.2296042,67
600010,-1.2311851,68
600219,-1.2319752,69
688126,-1.2348886,70
002241,-1.2354603,71
600346,-1.23616,72
601766,-1.2362891,73
300308,-1.2364585,74
603893,-1.2369827,75
600930,-1.2372134,76
002938,-1.2375102,77
600918,-1.2378426,78
300628,-1.2379742,79
688303,-1.2388384,80
600660,-1.238843,81
601058,-1.2409761,82
000708,-1.2421771,83
300759,-1.2424355,84
601328,-1.2430382,85
601600,-1.2433488,86
601689,-1.2433636,87
600183,-1.2445838,88
300476,-1.2451067,89
000977,-1.2459226,90
600066,-1.2470305,91
603019,-1.2472905,92
002074,-1.2473994,93
600372,-1.2474279,94
600415,-1.248179,95
302132,-1.2488503,96
002371,-1.2492883,97
688981,-1.2495619,98
688256,-1.2497743,99
002920,-1.2498691,100
600438,-1.2510891,101
300782,-1.252895,102
000963,-1.253361,103
300866,-1.2534235,104
601111,-1.2546948,105
000725,-1.2568655,106
601225,-1.257893,107
600887,-1.2580707,108
601166,-1.2582943,109
600741,-1.2592816,110
688047,-1.2593303,111
600276,-1.2599826,112
601838,-1.2602044,113
688506,-1.2612565,114
000807,-1.2616434,115
600115,-1.2617129,116
600029,-1.262023,117
000786,-1.263768,118
002352,-1.2638566,119
688169,-1.2643876,120
300979,-1.2646182,121
600795,-1.2650005,122
600015,-1.2656019,123
600031,-1.2661333,124
000100,-1.2666035,125
688008,-1.2667785,126
600522,-1.2677642,127
003816,-1.2689655,128
688187,-1.2690412,129
601398,-1.2695849,130
000063,-1.2700855,131
688009,-1.2705101,132
