stock_id,score,rank
002384,0.18910123,1
300308,0.1447368,2
300394,0.11986288,3
002938,0.11305747,4
600176,0.10568633,5
300502,0.101092376,6
600482,0.09717602,7
601138,0.09346617,8
600522,0.089773394,9
000301,0.0791232,10
600183,0.07867006,11
600875,0.07742039,12
603296,0.07137855,13
000338,0.069897614,14
002916,0.06683914,15
002463,0.06563183,16
688041,0.06409095,17
688256,0.04695814,18
603986,0.04440497,19
002648,0.044349648,20
300476,0.04197628,21
300408,0.039993316,22
300442,0.035602972,23
300661,0.033354893,24
601872,0.030522086,25
688008,0.02172377,26
605117,0.017526813,27
600426,0.01678963,28
000408,0.0142375,29
002466,0.011832244,30
688981,0.011610544,31
002475,0.010558977,32
000977,0.009325019,33
603893,0.006345748,34
688396,0.005267157,35
688126,0.0032972163,36
603019,-0.0011597062,37
000807,-0.005843588,38
002028,-0.012312033,39
688047,-0.014616274,40
601360,-0.020297676,41
300750,-0.02126392,42
688111,-0.021362342,43
600919,-0.021537535,44
688012,-0.022232935,45
300782,-0.022772543,46
600309,-0.02550076,47
600188,-0.026382484,48
603799,-0.026476823,49
002460,-0.02661474,50
002001,-0.027217321,51
688223,-0.028669044,52
300347,-0.029633641,53
601077,-0.02981536,54
601689,-0.030083261,55
002230,-0.032535218,56
600584,-0.0327036,57
600026,-0.033304825,58
000333,-0.03334675,59
002050,-0.035414435,60
001979,-0.036214687,61
300033,-0.036586642,62
002049,-0.037330322,63
002493,-0.037489977,64
600233,-0.03752633,65
600346,-0.04154957,66
601838,-0.041615635,67
603993,-0.041661784,68
000776,-0.042615518,69
000792,-0.04447046,70
300866,-0.045710348,71
002600,-0.046051122,72
600989,-0.04635743,73
300418,-0.048732527,74
600460,-0.051112875,75
600588,-0.051372454,76
002415,-0.053066872,77
601336,-0.05453548,78
601898,-0.054962136,79
000630,-0.056512885,80
688169,-0.058359206,81
688506,-0.06081813,82
600025,-0.062124312,83
600926,-0.063185,84
000938,-0.06341404,85
300274,-0.0637844,86
605499,-0.06413822,87
600023,-0.06499901,88
000895,-0.0658851,89
600893,-0.06589155,90
300316,-0.06618879,91
688082,-0.06871904,92
301269,-0.06965276,93
002625,-0.069893025,94
600089,-0.070252225,95
601127,-0.07027336,96
601298,-0.07063801,97
600406,-0.07076513,98
600150,-0.070886426,99
002241,-0.07099488,100
002074,-0.07121631,101
003816,-0.0714166,102
600489,-0.07213644,103
601728,-0.072161764,104
601698,-0.0723501,105
601600,-0.07245109,106
002371,-0.074507415,107
600160,-0.07633093,108
000425,-0.07668251,109
601088,-0.07687144,110
600570,-0.08011832,111
600938,-0.08084076,112
002179,-0.081110686,113
603260,-0.08134892,114
601877,-0.08283173,115
601225,-0.08431727,116
300251,-0.08436572,117
002459,-0.086390145,118
301236,-0.0868877,119
300759,-0.087167375,120
601939,-0.08887706,121
601009,-0.090017036,122
002236,-0.09147406,123
600547,-0.091525584,124
603259,-0.09207467,125
002920,-0.09258435,126
300433,-0.09342028,127
600377,-0.093620904,128
600276,-0.09399073,129
600674,-0.09501388,130
002142,-0.09511109,131
600438,-0.0953173,132
601995,-0.0963235,133
600372,-0.09638451,134
601117,-0.0964782,135
603501,-0.096893035,136
300014,-0.097190835,137
002709,-0.097779356,138
600362,-0.09916685,139
601857,-0.09936189,140
600115,-0.100869976,141
300413,-0.10122534,142
600111,-0.10245166,143
601998,-0.103211716,144
688303,-0.10389191,145
600048,-0.10435284,146
601825,-0.10437331,147
688271,-0.104667865,148
688472,-0.10526353,149
000725,-0.10565033,150
601100,-0.106051855,151
688187,-0.10607297,152
600010,-0.108789645,153
601688,-0.10960378,154
601628,-0.10982843,155
600886,-0.10991954,156
300059,-0.11093984,157
603392,-0.11155153,158
601012,-0.112700336,159
600845,-0.11303236,160
000708,-0.11339519,161
002594,-0.11468936,162
601058,-0.11618318,163
600900,-0.116329655,164
600415,-0.117603496,165
000975,-0.11775675,166
600039,-0.11865147,167
600031,-0.118934825,168
300803,-0.12000074,169
601808,-0.120164365,170
000063,-0.12021886,171
601899,-0.121068075,172
300015,-0.122827716,173
601288,-0.12593119,174
601658,-0.12600656,175
600030,-0.12802917,176
300896,-0.1284691,177
601318,-0.12891784,178
000157,-0.12910782,179
000768,-0.13118696,180
600809,-0.13205218,181
300628,-0.13211621,182
601669,-0.1326114,183
300498,-0.13296501,184
601901,-0.13363843,185
688009,-0.1337547,186
000786,-0.13420877,187
600515,-0.13427712,188
600660,-0.13435999,189
601607,-0.13448112,190
601988,-0.13495032,191
000876,-0.13608827,192
601868,-0.13679647,193
600029,-0.13682853,194
601377,-0.13699137,195
002601,-0.13820188,196
600600,-0.138739,197
601328,-0.13915329,198
600027,-0.1396053,199
688036,-0.13999657,200
601601,-0.14027445,201
601021,-0.14041597,202
600036,-0.14065674,203
600795,-0.1424041,204
601456,-0.14290662,205
600066,-0.14333007,206
601059,-0.14364995,207
002714,-0.14403741,208
600018,-0.14417647,209
000100,-0.14502692,210
600219,-0.1461184,211
300832,-0.146502,212
000596,-0.14975709,213
601888,-0.15135726,214
601111,-0.15140702,215
601985,-0.15168524,216
600999,-0.1517298,217
002422,-0.1563218,218
603288,-0.15644719,219
302132,-0.15688664,220
002252,-0.1607363,221
600015,-0.1609938,222
000166,-0.16170645,223
603195,-0.16182575,224
300124,-0.16248076,225
600585,-0.16279708,226
601018,-0.16703764,227
600009,-0.16807486,228
600941,-0.16931312,229
002027,-0.16962291,230
601398,-0.1696299,231
601878,-0.16972202,232
300760,-0.17123635,233
600760,-0.17165495,234
300122,-0.17339377,235
601881,-0.1760039,236
001391,-0.176693,237
600958,-0.17744246,238
600803,-0.17897494,239
601229,-0.1790671,240
600161,-0.17977005,241
000661,-0.18010567,242
000002,-0.18031676,243
601236,-0.18071426,244
600019,-0.18337254,245
601816,-0.18373054,246
601211,-0.18559304,247
601633,-0.186241,248
600011,-0.18635102,249
601916,-0.18648607,250
600918,-0.18651548,251
601390,-0.1881298,252
002311,-0.18819612,253
601006,-0.19007619,254
600741,-0.19031076,255
000963,-0.19159244,256
603369,-0.19226888,257
601668,-0.19310582,258
300999,-0.19378296,259
601238,-0.19384934,260
300979,-0.19409716,261
601066,-0.19439575,262
000568,-0.19475874,263
002352,-0.1949001,264
000858,-0.19490509,265
600016,-0.19516599,266
002736,-0.19539787,267
601766,-0.19582254,268
600930,-0.19643347,269
601319,-0.19645964,270
001965,-0.19701701,271
000001,-0.19763526,272
600519,-0.20104767,273
600436,-0.20202933,274
601136,-0.20307243,275
600196,-0.20546089,276
601618,-0.20649983,277
600690,-0.207415,278
601788,-0.20822503,279
600085,-0.20882733,280
000625,-0.2108951,281
600104,-0.21109302,282
601800,-0.212259,283
600050,-0.21229756,284
000538,-0.21553063,285
600061,-0.21685745,286
601166,-0.22139816,287
601818,-0.22164795,288
600000,-0.22221941,289
600028,-0.22382721,290
000651,-0.22416969,291
601186,-0.22677584,292
000999,-0.22704561,293
002304,-0.22726505,294
601169,-0.22997217,295
600905,-0.2334539,296
600887,-0.2352603,297
601919,-0.24357425,298
000983,-0.24984235,299
000617,-0.29143006,300
