stock_id,score,rank
688223,0.41334397,1
603799,0.3575109,2
600031,0.3428257,3
002459,0.32454887,4
688111,0.32156518,5
600406,0.31042904,6
688256,0.3063601,7
688472,0.27232972,8
601877,0.2654698,9
601077,0.2570278,10
601939,0.2558131,11
002625,0.22124869,12
601058,0.2049138,13
300999,0.20400724,14
600025,0.18833598,15
601138,0.1814799,16
002074,0.15707517,17
601878,0.1537686,18
600570,0.14977872,19
300782,0.14396852,20
300803,0.1255779,21
688009,0.119294666,22
600039,0.113009594,23
301269,0.10470844,24
605117,0.10225042,25
601766,0.0925489,26
600803,0.07842279,27
600048,0.07788471,28
601009,0.07125493,29
600104,0.05929645,30
002920,0.058259092,31
601838,0.039838307,32
601018,0.037813477,33
601868,0.020115428,34
002916,0.018738292,35
000983,-0.016395785,36
600027,-0.01887761,37
601998,-0.020879693,38
603260,-0.02710265,39
601229,-0.034401037,40
003816,-0.03811931,41
688126,-0.04551962,42
600438,-0.05333583,43
601728,-0.068277985,44
600183,-0.071746364,45
600926,-0.08028355,46
600161,-0.0854562,47
600115,-0.10529669,48
601689,-0.10740478,49
000002,-0.11463982,50
000617,-0.11514653,51
688303,-0.115663126,52
300418,-0.11716966,53
600760,-0.119545,54
601298,-0.12262678,55
688008,-0.13181324,56
600919,-0.13271329,57
601607,-0.1338972,58
000408,-0.13471003,59
002601,-0.1352135,60
002001,-0.14279032,61
601288,-0.15372525,62
601059,-0.15519863,63
603893,-0.15975592,64
600600,-0.16729921,65
000568,-0.1693569,66
002252,-0.16938676,67
002493,-0.18504012,68
000792,-0.1853706,69
600588,-0.18575871,70
601225,-0.19404188,71
601633,-0.1946544,72
002049,-0.19515358,73
002384,-0.2052392,74
600426,-0.20855656,75
300316,-0.2180937,76
600875,-0.21826205,77
000425,-0.21830088,78
601456,-0.21945247,79
300866,-0.22735956,80
600023,-0.22877741,81
300661,-0.23982647,82
000063,-0.24159405,83
301236,-0.24266174,84
601211,-0.24958327,85
002142,-0.25552937,86
600460,-0.25694025,87
002236,-0.25854936,88
601669,-0.26052758,89
300308,-0.26257434,90
600690,-0.26793393,91
600918,-0.2693462,92
002241,-0.27052146,93
601816,-0.27129441,94
600585,-0.2719711,95
600036,-0.27223754,96
002050,-0.27775913,97
600905,-0.27841038,98
601658,-0.28388909,99
600018,-0.28982732,100
600015,-0.29751337,101
600809,-0.29913864,102
600941,-0.30112398,103
300347,-0.30399325,104
601117,-0.3099949,105
000166,-0.31005225,106
000708,-0.31245393,107
601319,-0.3126171,108
000333,-0.3144107,109
300832,-0.3144578,110
002714,-0.31525102,111
002938,-0.3153404,112
300274,-0.31554142,113
601169,-0.31671733,114
688169,-0.31946465,115
000895,-0.32235882,116
300413,-0.32321593,117
002475,-0.3246964,118
601818,-0.32851246,119
601988,-0.33021194,120
000538,-0.33199748,121
688187,-0.33285022,122
688981,-0.3351957,123
002027,-0.3358825,124
002709,-0.3378789,125
000876,-0.3391978,126
600011,-0.33933243,127
601100,-0.34023422,128
601995,-0.34245363,129
603501,-0.34423912,130
000625,-0.34552622,131
300015,-0.34863582,132
600066,-0.35150382,133
300979,-0.35292646,134
002352,-0.35714877,135
601601,-0.3580079,136
600061,-0.35839897,137
000768,-0.35858348,138
601618,-0.3611769,139
688271,-0.3675488,140
600016,-0.3770755,141
001979,-0.37757233,142
688036,-0.3787378,143
600999,-0.3793103,144
600674,-0.380001,145
600019,-0.3821383,146
601136,-0.38230908,147
600938,-0.3825689,148
600660,-0.38475195,149
601186,-0.389779,150
600000,-0.3900116,151
300896,-0.39296818,152
601985,-0.39425114,153
600900,-0.39441234,154
600050,-0.39470616,155
300408,-0.39999866,156
002460,-0.40078422,157
600415,-0.4075277,158
600233,-0.4081696,159
300498,-0.40973198,160
000858,-0.41029817,161
300124,-0.41059753,162
600176,-0.4121964,163
601919,-0.41292286,164
601916,-0.41584876,165
601668,-0.41788635,166
601012,-0.41813606,167
601238,-0.4182349,168
600276,-0.419411,169
688082,-0.4195531,170
601111,-0.42558646,171
300759,-0.42967507,172
600196,-0.4301597,173
600845,-0.43434697,174
601021,-0.43619794,175
002311,-0.43821618,176
002736,-0.43881094,177
603195,-0.4394007,178
603369,-0.4425957,179
605499,-0.44497016,180
002304,-0.4493939,181
002230,-0.4500763,182
601166,-0.4533189,183
600029,-0.4539208,184
603288,-0.45719144,185
600886,-0.45979273,186
600741,-0.46257395,187
603986,-0.4676882,188
002422,-0.46791166,189
002466,-0.46825904,190
000786,-0.46916103,191
000651,-0.46944547,192
688396,-0.46989995,193
300033,-0.4728064,194
600515,-0.47441402,195
302132,-0.47745237,196
600085,-0.47969967,197
002028,-0.48082995,198
000999,-0.48294345,199
300433,-0.48383874,200
001965,-0.48424545,201
600150,-0.48455817,202
603296,-0.4856925,203
601808,-0.48588535,204
601398,-0.48717284,205
000776,-0.48815674,206
601390,-0.48879886,207
000725,-0.48976335,208
601881,-0.4935622,209
601377,-0.49533886,210
300251,-0.49631312,211
600958,-0.49858728,212
000963,-0.5015095,213
600009,-0.5021886,214
600930,-0.5026429,215
000157,-0.5055459,216
000001,-0.50826395,217
601360,-0.5088918,218
601788,-0.50936097,219
600436,-0.50937355,220
601800,-0.51054007,221
601888,-0.5115022,222
601088,-0.5125449,223
601328,-0.5158006,224
601006,-0.51759565,225
601688,-0.51819783,226
300628,-0.52231914,227
300760,-0.52272636,228
600010,-0.5279794,229
600519,-0.52878994,230
002371,-0.5297,231
002600,-0.52987784,232
601628,-0.5332435,233
600372,-0.53459966,234
601872,-0.5393342,235
601336,-0.53935,236
600377,-0.5397331,237
600887,-0.54176956,238
000938,-0.5441135,239
601127,-0.54657495,240
000301,-0.54703355,241
000661,-0.5488777,242
300059,-0.5515166,243
603019,-0.55262476,244
002594,-0.55735785,245
600346,-0.55824757,246
601825,-0.55924064,247
000596,-0.5593265,248
601901,-0.5594367,249
603392,-0.5605865,250
000977,-0.56726456,251
600188,-0.56818366,252
688506,-0.57675785,253
601236,-0.57768327,254
300394,-0.57931596,255
600795,-0.58265066,256
601066,-0.5860166,257
001391,-0.58644915,258
300014,-0.5952756,259
300750,-0.59593505,260
300122,-0.6003793,261
002463,-0.60518134,262
600030,-0.6099254,263
600028,-0.618341,264
601600,-0.6214731,265
002415,-0.62806815,266
000100,-0.62893873,267
603259,-0.63409203,268
600160,-0.6417998,269
601899,-0.6540879,270
300502,-0.6595101,271
000807,-0.6617446,272
688012,-0.6680307,273
300476,-0.669867,274
688047,-0.67480403,275
601898,-0.67599905,276
002179,-0.67619175,277
600089,-0.67741066,278
600482,-0.6846996,279
600584,-0.68502414,280
600893,-0.6911134,281
002648,-0.6988225,282
601318,-0.7039133,283
600547,-0.70979434,284
601857,-0.71883124,285
000975,-0.720548,286
000630,-0.7257739,287
300442,-0.76076436,288
600362,-0.80652905,289
600219,-0.8091797,290
600489,-0.81335276,291
000338,-0.81969506,292
688041,-0.82043695,293
600111,-0.8209381,294
600522,-0.8368717,295
600989,-0.84508294,296
603993,-0.8538433,297
601698,-0.8584675,298
600309,-0.86004007,299
600026,-0.9146603,300
